"","X1","project","year","fellow","region","match"
"9081",3121,"
              To survey water use management and agroforestry expertise outside Australia to determine its application to Western Australia, with particular reference to the further development of integrated whole farm/whole landscape system planning - USA, UK, Netherl
",1988,"WATKINS, Ronald","UK","yes"
"9082",3121,"
              To survey water use management and agroforestry expertise outside Australia to determine its application to Western Australia, with particular reference to the further development of integrated whole farm/whole landscape system planning - USA, UK, Netherl
",1988,"WATKINS, Ronald","Netherl","no"
"9083",3122,"
              To further develop skills as a voice teacher for professional actors and student actors, particularly in the connection between voice and text - USA, UK
",1988,"WEIR, Joanna","USA","yes"
"9084",3122,"
              To further develop skills as a voice teacher for professional actors and student actors, particularly in the connection between voice and text - USA, UK
",1988,"WEIR, Joanna","UK","yes"
"9085",3123,"
              To observe the procedures of the world's leading poison centres and to participate in the work of the Massachusetts Poison Control System to become familiar with their methods of handling calls, continuing education and research - USA, UK
",1988,"WEST (now KIRBY), Judith","USA","yes"
"9086",3123,"
              To observe the procedures of the world's leading poison centres and to participate in the work of the Massachusetts Poison Control System to become familiar with their methods of handling calls, continuing education and research - USA, UK
",1988,"WEST (now KIRBY), Judith","UK","yes"
"9087",3124,"
              To study agricultural adjustment programmes operating to assist farm families and rural communities experiencing financial difficulty, with particular emphasis on financial counselling services for farm families in crisis - USA, UK, Canada
",1988,"WITCOMBE, Russell","USA","yes"
"9088",3124,"
              To study agricultural adjustment programmes operating to assist farm families and rural communities experiencing financial difficulty, with particular emphasis on financial counselling services for farm families in crisis - USA, UK, Canada
",1988,"WITCOMBE, Russell","UK","yes"
"9089",3124,"
              To study agricultural adjustment programmes operating to assist farm families and rural communities experiencing financial difficulty, with particular emphasis on financial counselling services for farm families in crisis - USA, UK, Canada
",1988,"WITCOMBE, Russell","Canada","yes"
"9090",3125,"
              To examine advanced crisis care services overseas and to study the delivery and use of crisis intervention services in the social welfare field - USA, UK
",1988,"WRINGE, Kevin","USA","yes"
"9091",3125,"
              To examine advanced crisis care services overseas and to study the delivery and use of crisis intervention services in the social welfare field - USA, UK
",1988,"WRINGE, Kevin","UK","yes"
"9092",3126,"
              To study advanced tuba, orchestral and solo performance as well as teaching techniques with leading exponents of the instrument - USA
",1987,"BARZYK, Frank","USA","yes"
"9093",3127,"
              To study volunteer bush firefighting organisations in order to improve attitudes, techniques and technology used in New South Wales - USA, Canada
",1987,"BEAN AFSM, William","USA","yes"
"9094",3127,"
              To study volunteer bush firefighting organisations in order to improve attitudes, techniques and technology used in New South Wales - USA, Canada
",1987,"BEAN AFSM, William","Canada","yes"
"9095",3128,"
              To evaluate various hospice systems overseas in order to improve the care of the terminally ill, especially AIDS sufferers at Calvary Hospital Kogarah and in New South Wales generally - USA, UK, Canada
",1987,"BENSON, Jennifer","USA","yes"
"9096",3128,"
              To evaluate various hospice systems overseas in order to improve the care of the terminally ill, especially AIDS sufferers at Calvary Hospital Kogarah and in New South Wales generally - USA, UK, Canada
",1987,"BENSON, Jennifer","UK","yes"
"9097",3128,"
              To evaluate various hospice systems overseas in order to improve the care of the terminally ill, especially AIDS sufferers at Calvary Hospital Kogarah and in New South Wales generally - USA, UK, Canada
",1987,"BENSON, Jennifer","Canada","yes"
"9098",3129,"
              To investigate developments in nuclear medicine technology in order to provide advice on future developments in Australia including the possible acquisition of Australia's first medical cyclotron - USA, UK, Germany, France, Sweden
",1987,"BORHAM, Peter","USA","yes"
"9099",3129,"
              To investigate developments in nuclear medicine technology in order to provide advice on future developments in Australia including the possible acquisition of Australia's first medical cyclotron - USA, UK, Germany, France, Sweden
",1987,"BORHAM, Peter","UK","yes"
"9100",3129,"
              To investigate developments in nuclear medicine technology in order to provide advice on future developments in Australia including the possible acquisition of Australia's first medical cyclotron - USA, UK, Germany, France, Sweden
",1987,"BORHAM, Peter","Germany","yes"
"9101",3129,"
              To investigate developments in nuclear medicine technology in order to provide advice on future developments in Australia including the possible acquisition of Australia's first medical cyclotron - USA, UK, Germany, France, Sweden
",1987,"BORHAM, Peter","France","yes"
"9102",3129,"
              To investigate developments in nuclear medicine technology in order to provide advice on future developments in Australia including the possible acquisition of Australia's first medical cyclotron - USA, UK, Germany, France, Sweden
",1987,"BORHAM, Peter","Sweden","yes"
"9103",3130,"
              To observe how music is used in the education and recreation of handicapped youth in order to disseminate the knowledge gained in schools and units in Australia and particularly in Queensland - UK
",1987,"CONN, Jacquelyn","UK","yes"
"9104",3131,"
              To study and observe theatre and community arts companies operating across cultural barriers in order to improve multi-cultural theatre in Darwin - UK, France, Netherlands, Denmark, Italy, Singapore
",1987,"CONWAY AM, Kenneth","UK","yes"
"9105",3131,"
              To study and observe theatre and community arts companies operating across cultural barriers in order to improve multi-cultural theatre in Darwin - UK, France, Netherlands, Denmark, Italy, Singapore
",1987,"CONWAY AM, Kenneth","France","yes"
